vendor_id,evidence_family,source_id,raw_strength,context_factor,persistence,adjusted_strength,family_weight,explanation
V0042,cooccurrence,relationship:0,0.7127003899916967,0.5671911393497869,1.0,0.5738920202919258,1.0,conditional co-bidding 4.22x expected; persistence=1.00
V0020,cooccurrence,relationship:21,0.4865024603924197,0.3830351975741966,1.0,0.3514327579323653,1.0,conditional co-bidding 1.22x expected; persistence=1.00
V0407,cooccurrence,relationship:21,0.4865024603924197,0.3830351975741966,1.0,0.3514327579323653,1.0,conditional co-bidding 1.22x expected; persistence=1.00
V0223,cooccurrence,relationship:22,0.4742824059121436,0.3826580362642566,1.0,0.3425249115881415,1.0,conditional co-bidding 1.34x expected; persistence=1.00
V0355,cooccurrence,relationship:22,0.4742824059121436,0.3826580362642566,1.0,0.3425249115881415,1.0,conditional co-bidding 1.34x expected; persistence=1.00
V0010,cooccurrence,relationship:23,0.4659480455197324,0.3888543725111148,1.0,0.33780509572436296,1.0,conditional co-bidding 1.07x expected; persistence=1.00
V0307,cooccurrence,relationship:23,0.4659480455197324,0.3888543725111148,1.0,0.33780509572436296,1.0,conditional co-bidding 1.07x expected; persistence=1.00
V0219,cooccurrence,relationship:24,0.4429357227406074,0.4054867770831791,0.9,0.3179479737502594,1.0,conditional co-bidding 1.80x expected; persistence=0.90
V0379,cooccurrence,relationship:24,0.4429357227406074,0.4054867770831791,0.9,0.3179479737502594,1.0,conditional co-bidding 1.80x expected; persistence=0.90
V0010,cooccurrence,relationship:25,0.472515055121019,0.36312152588389485,1.0,0.33709445483495615,1.0,conditional co-bidding 1.31x expected; persistence=1.00
V0020,cooccurrence,relationship:25,0.472515055121019,0.36312152588389485,1.0,0.33709445483495615,1.0,conditional co-bidding 1.31x expected; persistence=1.00
V0244,cooccurrence,relationship:26,0.4425642169303552,0.3873586717340458,0.8333,0.3098670279163966,1.0,conditional co-bidding 2.96x expected; persistence=0.83
V0301,cooccurrence,relationship:26,0.4425642169303552,0.3873586717340458,0.8333,0.3098670279163966,1.0,conditional co-bidding 2.96x expected; persistence=0.83
V0355,cooccurrence,relationship:27,0.4678472917774245,0.3651741216843014,1.0,0.33419658621332354,1.0,conditional co-bidding 1.03x expected; persistence=1.00
V0481,cooccurrence,relationship:27,0.4678472917774245,0.3651741216843014,1.0,0.33419658621332354,1.0,conditional co-bidding 1.03x expected; persistence=1.00
V0010,cooccurrence,relationship:28,0.4722606148293384,0.3557538860183249,1.0,0.3353471851786594,1.0,conditional co-bidding 0.99x expected; persistence=1.00
V0355,cooccurrence,relationship:28,0.4722606148293384,0.3557538860183249,1.0,0.3353471851786594,1.0,conditional co-bidding 0.99x expected; persistence=1.00
V0020,cooccurrence,relationship:29,0.4509974304305504,0.36233301692805786,1.0,0.3215836535544192,1.0,conditional co-bidding 1.00x expected; persistence=1.00
V0355,cooccurrence,relationship:29,0.4509974304305504,0.36233301692805786,1.0,0.3215836535544192,1.0,conditional co-bidding 1.00x expected; persistence=1.00
V0277,cooccurrence,relationship:30,0.4704798571346407,0.3456382068305548,1.0,0.3319410378005132,1.0,conditional co-bidding 1.00x expected; persistence=1.00
V0355,cooccurrence,relationship:30,0.4704798571346407,0.3456382068305548,1.0,0.3319410378005132,1.0,conditional co-bidding 1.00x expected; persistence=1.00
V0050,cooccurrence,relationship:31,0.439387825068613,0.36854688198596286,1.0,0.3145340595979711,1.0,conditional co-bidding 1.39x expected; persistence=1.00
V0277,cooccurrence,relationship:31,0.439387825068613,0.36854688198596286,1.0,0.3145340595979711,1.0,conditional co-bidding 1.39x expected; persistence=1.00
V0020,cooccurrence,relationship:32,0.4383429394308532,0.36414102937634446,1.0,0.31291700881986084,1.0,conditional co-bidding 0.86x expected; persistence=1.00
V0119,cooccurrence,relationship:32,0.4383429394308532,0.36414102937634446,1.0,0.31291700881986084,1.0,conditional co-bidding 0.86x expected; persistence=1.00
V0355,cooccurrence,relationship:33,0.4480878635898799,0.3530980970304211,0.9667,0.31553133424241814,1.0,conditional co-bidding 1.16x expected; persistence=0.97
V0407,cooccurrence,relationship:33,0.4480878635898799,0.3530980970304211,0.9667,0.31553133424241814,1.0,conditional co-bidding 1.16x expected; persistence=0.97
V0007,cooccurrence,relationship:34,0.4493669073458892,0.3514818345901013,0.9333,0.31398159162724515,1.0,conditional co-bidding 2.62x expected; persistence=0.93
V0244,cooccurrence,relationship:34,0.4493669073458892,0.3514818345901013,0.9333,0.31398159162724515,1.0,conditional co-bidding 2.62x expected; persistence=0.93
V0041,cooccurrence,relationship:35,0.4354368998912543,0.3603702551674741,1.0,0.3101036229656052,1.0,conditional co-bidding 1.32x expected; persistence=1.00
V0307,cooccurrence,relationship:35,0.4354368998912543,0.3603702551674741,1.0,0.3101036229656052,1.0,conditional co-bidding 1.32x expected; persistence=1.00
V0020,cooccurrence,relationship:36,0.4807190375812515,0.3246307187162704,1.0,0.3346207456714563,1.0,conditional co-bidding 1.25x expected; persistence=1.00
V0223,cooccurrence,relationship:36,0.4807190375812515,0.3246307187162704,1.0,0.3346207456714563,1.0,conditional co-bidding 1.25x expected; persistence=1.00
V0144,cooccurrence,relationship:37,0.4359908437856237,0.3526001385587811,1.0,0.3089736584502199,1.0,conditional co-bidding 1.08x expected; persistence=1.00
V0481,cooccurrence,relationship:37,0.4359908437856237,0.3526001385587811,1.0,0.3089736584502199,1.0,conditional co-bidding 1.08x expected; persistence=1.00
V0050,cooccurrence,relationship:38,0.4304877168934266,0.3562893002726939,1.0,0.3057884196339615,1.0,conditional co-bidding 1.24x expected; persistence=1.00
V0184,cooccurrence,relationship:38,0.4304877168934266,0.3562893002726939,1.0,0.3057884196339615,1.0,conditional co-bidding 1.24x expected; persistence=1.00
V0050,cooccurrence,relationship:39,0.4268126037437109,0.3593150655300911,0.9333,0.29970687612013613,1.0,conditional co-bidding 1.96x expected; persistence=0.93
V0307,cooccurrence,relationship:39,0.4268126037437109,0.3593150655300911,0.9333,0.29970687612013613,1.0,conditional co-bidding 1.96x expected; persistence=0.93
V0041,cooccurrence,relationship:40,0.4235959725576239,0.3506065648003721,1.0,0.2998097728674587,1.0,conditional co-bidding 1.14x expected; persistence=1.00
V0355,cooccurrence,relationship:40,0.4235959725576239,0.3506065648003721,1.0,0.2998097728674587,1.0,conditional co-bidding 1.14x expected; persistence=1.00
V0020,cooccurrence,relationship:41,0.4207524576079236,0.35297283152829234,1.0,0.2982452355348185,1.0,conditional co-bidding 1.10x expected; persistence=1.00
V0307,cooccurrence,relationship:41,0.4207524576079236,0.35297283152829234,1.0,0.2982452355348185,1.0,conditional co-bidding 1.10x expected; persistence=1.00
V0066,cooccurrence,relationship:42,0.4320333356942488,0.3420850724692423,0.9333,0.3000677794692258,1.0,conditional co-bidding 1.85x expected; persistence=0.93
V0219,cooccurrence,relationship:42,0.4320333356942488,0.3420850724692423,0.9333,0.3000677794692258,1.0,conditional co-bidding 1.85x expected; persistence=0.93
V0144,cooccurrence,relationship:43,0.4352708116246226,0.3367203841850336,1.0,0.3053529961051909,1.0,conditional co-bidding 1.24x expected; persistence=1.00
V0355,cooccurrence,relationship:43,0.4352708116246226,0.3367203841850336,1.0,0.3053529961051909,1.0,conditional co-bidding 1.24x expected; persistence=1.00
V0132,cooccurrence,relationship:44,0.4050181872644097,0.35868412227815943,0.8333,0.27852676163222617,1.0,conditional co-bidding 2.01x expected; persistence=0.83
V0370,cooccurrence,relationship:44,0.4050181872644097,0.35868412227815943,0.8333,0.27852676163222617,1.0,conditional co-bidding 2.01x expected; persistence=0.83
V0026,cooccurrence,relationship:45,0.4154832680426746,0.3494087061631881,0.9667,0.29188685932334624,1.0,conditional co-bidding 1.12x expected; persistence=0.97
V0355,cooccurrence,relationship:45,0.4154832680426746,0.3494087061631881,0.9667,0.29188685932334624,1.0,conditional co-bidding 1.12x expected; persistence=0.97
V0010,cooccurrence,relationship:46,0.4174405256614319,0.3455309591596834,1.0,0.2944996704645502,1.0,conditional co-bidding 1.05x expected; persistence=1.00
V0277,cooccurrence,relationship:46,0.4174405256614319,0.3455309591596834,1.0,0.2944996704645502,1.0,conditional co-bidding 1.05x expected; persistence=1.00
V0020,cooccurrence,relationship:47,0.4291745361926056,0.33439570881057173,1.0,0.30062735036104177,1.0,conditional co-bidding 1.22x expected; persistence=1.00
V0026,cooccurrence,relationship:47,0.4291745361926056,0.33439570881057173,1.0,0.30062735036104177,1.0,conditional co-bidding 1.22x expected; persistence=1.00
V0144,cooccurrence,relationship:48,0.4225407846909901,0.3382227859877862,0.9667,0.2947321692865541,1.0,conditional co-bidding 1.22x expected; persistence=0.97
V0307,cooccurrence,relationship:48,0.4225407846909901,0.3382227859877862,0.9667,0.2947321692865541,1.0,conditional co-bidding 1.22x expected; persistence=0.97
V0066,cooccurrence,relationship:49,0.397532873679659,0.3584979399890578,0.8,0.2714637147410421,1.0,conditional co-bidding 2.05x expected; persistence=0.80
V0309,cooccurrence,relationship:49,0.397532873679659,0.3584979399890578,0.8,0.2714637147410421,1.0,conditional co-bidding 2.05x expected; persistence=0.80
V0010,cooccurrence,relationship:50,0.4198668052502429,0.3388010426299294,1.0,0.2949398330106495,1.0,conditional co-bidding 1.09x expected; persistence=1.00
V0050,cooccurrence,relationship:50,0.4198668052502429,0.3388010426299294,1.0,0.2949398330106495,1.0,conditional co-bidding 1.09x expected; persistence=1.00
V0277,cooccurrence,relationship:51,0.4256003907769434,0.33323020545975884,1.0,0.29790052247537846,1.0,conditional co-bidding 1.17x expected; persistence=1.00
V0295,cooccurrence,relationship:51,0.4256003907769434,0.33323020545975884,1.0,0.29790052247537846,1.0,conditional co-bidding 1.17x expected; persistence=1.00
V0010,cooccurrence,relationship:52,0.4332579538580774,0.3270772324375396,1.0,0.30206084023769564,1.0,conditional co-bidding 1.29x expected; persistence=1.00
V0113,cooccurrence,relationship:52,0.4332579538580774,0.3270772324375396,1.0,0.30206084023769564,1.0,conditional co-bidding 1.29x expected; persistence=1.00
V0020,cooccurrence,relationship:53,0.4484468576719655,0.31571902865333784,1.0,0.3103582145576566,1.0,conditional co-bidding 1.07x expected; persistence=1.00
V0295,cooccurrence,relationship:53,0.4484468576719655,0.31571902865333784,1.0,0.3103582145576566,1.0,conditional co-bidding 1.07x expected; persistence=1.00
V0010,cooccurrence,relationship:54,0.4247031606820221,0.3325303409914531,1.0,0.29713874745389546,1.0,conditional co-bidding 1.16x expected; persistence=1.00
V0407,cooccurrence,relationship:54,0.4247031606820221,0.3325303409914531,1.0,0.29713874745389546,1.0,conditional co-bidding 1.16x expected; persistence=1.00
V0172,cooccurrence,relationship:55,0.397734481231803,0.3536403062407773,0.8333,0.2726451860595321,1.0,conditional co-bidding 1.91x expected; persistence=0.83
V0368,cooccurrence,relationship:55,0.397734481231803,0.3536403062407773,0.8333,0.2726451860595321,1.0,conditional co-bidding 1.91x expected; persistence=0.83
V0010,cooccurrence,relationship:56,0.4144530136458611,0.33838739248136174,1.0,0.29105971107237294,1.0,conditional co-bidding 0.93x expected; persistence=1.00
V0119,cooccurrence,relationship:56,0.4144530136458611,0.33838739248136174,1.0,0.29105971107237294,1.0,conditional co-bidding 0.93x expected; persistence=1.00
V0010,cooccurrence,relationship:57,0.4371494792235259,0.3194220802692966,1.0,0.30326805179193755,1.0,conditional co-bidding 1.35x expected; persistence=1.00
V0026,cooccurrence,relationship:57,0.4371494792235259,0.3194220802692966,1.0,0.30326805179193755,1.0,conditional co-bidding 1.35x expected; persistence=1.00
V0113,cooccurrence,relationship:58,0.4300638393694526,0.32397150970801475,1.0,0.29923290574330497,1.0,conditional co-bidding 1.36x expected; persistence=1.00
V0184,cooccurrence,relationship:58,0.4300638393694526,0.32397150970801475,1.0,0.29923290574330497,1.0,conditional co-bidding 1.36x expected; persistence=1.00
V0026,cooccurrence,relationship:59,0.4291351545923131,0.3239762984183612,1.0,0.2985876635334762,1.0,conditional co-bidding 1.22x expected; persistence=1.00
V0481,cooccurrence,relationship:59,0.4291351545923131,0.3239762984183612,1.0,0.2985876635334762,1.0,conditional co-bidding 1.22x expected; persistence=1.00
V0277,cooccurrence,relationship:60,0.4730106442883153,0.2924959179650669,1.0,0.32241501153233476,1.0,conditional co-bidding 1.12x expected; persistence=1.00
V0481,cooccurrence,relationship:60,0.4730106442883153,0.2924959179650669,1.0,0.32241501153233476,1.0,conditional co-bidding 1.12x expected; persistence=1.00
V0090,cooccurrence,relationship:61,0.53416,0.259,0.7333,0.33705294247768003,1.0,conditional co-bidding 10.69x expected; persistence=0.73
V0119,cooccurrence,relationship:61,0.53416,0.259,0.7333,0.33705294247768003,1.0,conditional co-bidding 10.69x expected; persistence=0.73
V0119,cooccurrence,relationship:62,0.4136288942405871,0.3337866550905705,1.0,0.2896246041081425,1.0,conditional co-bidding 1.00x expected; persistence=1.00
V0481,cooccurrence,relationship:62,0.4136288942405871,0.3337866550905705,1.0,0.2896246041081425,1.0,conditional co-bidding 1.00x expected; persistence=1.00
V0026,cooccurrence,relationship:63,0.4077518943575028,0.3331065319703218,1.0,0.28538471064181714,1.0,conditional co-bidding 1.20x expected; persistence=1.00
V0277,cooccurrence,relationship:63,0.4077518943575028,0.3331065319703218,1.0,0.28538471064181714,1.0,conditional co-bidding 1.20x expected; persistence=1.00
V0277,cooccurrence,relationship:64,0.4051086091010563,0.3350100277010769,0.9,0.2782040521488577,1.0,conditional co-bidding 1.16x expected; persistence=0.90
V0407,cooccurrence,relationship:64,0.4051086091010563,0.3350100277010769,0.9,0.2782040521488577,1.0,conditional co-bidding 1.16x expected; persistence=0.90
V0219,cooccurrence,relationship:65,0.4135053372348685,0.3263633560218906,0.9333,0.28431276934018,1.0,conditional co-bidding 1.83x expected; persistence=0.93
V0327,cooccurrence,relationship:65,0.4135053372348685,0.3263633560218906,0.9333,0.28431276934018,1.0,conditional co-bidding 1.83x expected; persistence=0.93
V0020,cooccurrence,relationship:66,0.4226519883644379,0.3191000312483949,1.0,0.2931493118128706,1.0,conditional co-bidding 1.13x expected; persistence=1.00
V0113,cooccurrence,relationship:66,0.4226519883644379,0.3191000312483949,1.0,0.2931493118128706,1.0,conditional co-bidding 1.13x expected; persistence=1.00
V0041,cooccurrence,relationship:67,0.3976336924671253,0.3385216415484877,0.9333,0.275546467609634,1.0,conditional co-bidding 1.54x expected; persistence=0.93
V0050,cooccurrence,relationship:67,0.3976336924671253,0.3385216415484877,0.9333,0.275546467609634,1.0,conditional co-bidding 1.54x expected; persistence=0.93
V0010,cooccurrence,relationship:68,0.4107015323092908,0.3267151848505924,1.0,0.2862679349411931,1.0,conditional co-bidding 0.96x expected; persistence=1.00
V0481,cooccurrence,relationship:68,0.4107015323092908,0.3267151848505924,1.0,0.2862679349411931,1.0,conditional co-bidding 0.96x expected; persistence=1.00
V0123,cooccurrence,relationship:69,0.3864903223983406,0.345183092489609,0.8333,0.2635155212931977,1.0,conditional co-bidding 1.70x expected; persistence=0.83
V0309,cooccurrence,relationship:69,0.3864903223983406,0.345183092489609,0.8333,0.2635155212931977,1.0,conditional co-bidding 1.70x expected; persistence=0.83
V0132,cooccurrence,relationship:70,0.3943188901627245,0.33602843667239213,0.9333,0.2728129223193212,1.0,conditional co-bidding 1.48x expected; persistence=0.93
V0379,cooccurrence,relationship:70,0.3943188901627245,0.33602843667239213,0.9333,0.2728129223193212,1.0,conditional co-bidding 1.48x expected; persistence=0.93
V0119,cooccurrence,relationship:71,0.4119878939154311,0.3211189242961621,1.0,0.2861270408462112,1.0,conditional co-bidding 1.56x expected; persistence=1.00
V0407,cooccurrence,relationship:71,0.4119878939154311,0.3211189242961621,1.0,0.2861270408462112,1.0,conditional co-bidding 1.56x expected; persistence=1.00
V0061,cooccurrence,relationship:72,0.3986185985987771,0.32994483183528583,0.8333,0.2691424991396567,1.0,conditional co-bidding 1.93x expected; persistence=0.83
V0080,cooccurrence,relationship:72,0.3986185985987771,0.32994483183528583,0.8333,0.2691424991396567,1.0,conditional co-bidding 1.93x expected; persistence=0.83
V0307,cooccurrence,relationship:73,0.4097090000659369,0.3194966422715102,1.0,0.2842452424595335,1.0,conditional co-bidding 1.52x expected; persistence=1.00
V0481,cooccurrence,relationship:73,0.4097090000659369,0.3194966422715102,1.0,0.2842452424595335,1.0,conditional co-bidding 1.52x expected; persistence=1.00
V0307,cooccurrence,relationship:74,0.3876456386743531,0.33740909823149545,0.8667,0.264809728092285,1.0,conditional co-bidding 1.24x expected; persistence=0.87
V0407,cooccurrence,relationship:74,0.3876456386743531,0.33740909823149545,0.8667,0.264809728092285,1.0,conditional co-bidding 1.24x expected; persistence=0.87
V0223,cooccurrence,relationship:75,0.3944609135241351,0.3311109442435102,0.9667,0.27389179946124,1.0,conditional co-bidding 1.37x expected; persistence=0.97
V0481,cooccurrence,relationship:75,0.3944609135241351,0.3311109442435102,0.9667,0.27389179946124,1.0,conditional co-bidding 1.37x expected; persistence=0.97
V0093,cooccurrence,relationship:76,0.3786676673222478,0.3443086097788048,0.8,0.25626005680703434,1.0,conditional co-bidding 1.68x expected; persistence=0.80
V0132,cooccurrence,relationship:76,0.3786676673222478,0.3443086097788048,0.8,0.25626005680703434,1.0,conditional co-bidding 1.68x expected; persistence=0.80
V0020,cooccurrence,relationship:77,0.4257281174588059,0.30593824437782935,1.0,0.29276139537927465,1.0,conditional co-bidding 1.17x expected; persistence=1.00
V0144,cooccurrence,relationship:77,0.4257281174588059,0.30593824437782935,1.0,0.29276139537927465,1.0,conditional co-bidding 1.17x expected; persistence=1.00
V0041,cooccurrence,relationship:78,0.3932626291343042,0.330209663198873,0.9667,0.27290134137157784,1.0,conditional co-bidding 1.35x expected; persistence=0.97
V0460,cooccurrence,relationship:78,0.3932626291343042,0.330209663198873,0.9667,0.27290134137157784,1.0,conditional co-bidding 1.35x expected; persistence=0.97
V0119,cooccurrence,relationship:79,0.403451939503377,0.32114878200237723,0.9667,0.27833805121545224,1.0,conditional co-bidding 0.95x expected; persistence=0.97
V0277,cooccurrence,relationship:79,0.403451939503377,0.32114878200237723,0.9667,0.27833805121545224,1.0,conditional co-bidding 0.95x expected; persistence=0.97
V0182,cooccurrence,relationship:80,0.4001276456446065,0.3216580909786851,0.9,0.27242739494125834,1.0,conditional co-bidding 1.70x expected; persistence=0.90
V0483,cooccurrence,relationship:80,0.4001276456446065,0.3216580909786851,0.9,0.27242739494125834,1.0,conditional co-bidding 1.70x expected; persistence=0.90
V0259,cooccurrence,relationship:81,0.3987821703288098,0.3207156812409279,0.9,0.27134559148909787,1.0,conditional co-bidding 1.68x expected; persistence=0.90
V0513,cooccurrence,relationship:81,0.3987821703288098,0.3207156812409279,0.9,0.27134559148909787,1.0,conditional co-bidding 1.68x expected; persistence=0.90
V0010,cooccurrence,relationship:82,0.4171415119896987,0.3060386294473718,1.0,0.2868754690710536,1.0,conditional co-bidding 1.05x expected; persistence=1.00
V0295,cooccurrence,relationship:82,0.4171415119896987,0.3060386294473718,1.0,0.2868754690710536,1.0,conditional co-bidding 1.05x expected; persistence=1.00
V0066,cooccurrence,relationship:83,0.3759508057383242,0.3372558703160395,0.8333,0.25503310589700934,1.0,conditional co-bidding 1.51x expected; persistence=0.83
V0327,cooccurrence,relationship:83,0.3759508057383242,0.3372558703160395,0.8333,0.25503310589700934,1.0,conditional co-bidding 1.51x expected; persistence=0.83
V0026,cooccurrence,relationship:84,0.401630592031495,0.3137458451709826,1.0,0.2776012939118718,1.0,conditional co-bidding 1.38x expected; persistence=1.00
V0144,cooccurrence,relationship:84,0.401630592031495,0.3137458451709826,1.0,0.2776012939118718,1.0,conditional co-bidding 1.38x expected; persistence=1.00
V0119,cooccurrence,relationship:85,0.4295743138062807,0.2930770835843262,1.0,0.2929201467763417,1.0,conditional co-bidding 1.23x expected; persistence=1.00
V0355,cooccurrence,relationship:85,0.4295743138062807,0.2930770835843262,1.0,0.2929201467763417,1.0,conditional co-bidding 1.23x expected; persistence=1.00
V0146,cooccurrence,relationship:86,0.4964083987261946,0.2535744755032158,0.6141,0.3042251871872922,1.0,conditional co-bidding 9.00x expected; persistence=0.61
V0258,cooccurrence,relationship:86,0.4964083987261946,0.2535744755032158,0.6141,0.3042251871872922,1.0,conditional co-bidding 9.00x expected; persistence=0.61
V0184,cooccurrence,relationship:87,0.4246896263190842,0.29627167166870566,1.0,0.2901998719639572,1.0,conditional co-bidding 1.16x expected; persistence=1.00
V0277,cooccurrence,relationship:87,0.4246896263190842,0.29627167166870566,1.0,0.2901998719639572,1.0,conditional co-bidding 1.16x expected; persistence=1.00
V0025,cooccurrence,relationship:88,0.3976851989545951,0.31634696929799994,1.0,0.27533978776580853,1.0,conditional co-bidding 1.32x expected; persistence=1.00
V0355,cooccurrence,relationship:88,0.3976851989545951,0.31634696929799994,1.0,0.27533978776580853,1.0,conditional co-bidding 1.32x expected; persistence=1.00
V0407,cooccurrence,relationship:89,0.4115469986418615,0.30431326725620783,0.9,0.27705432466567365,1.0,conditional co-bidding 1.10x expected; persistence=0.90
V0481,cooccurrence,relationship:89,0.4115469986418615,0.30431326725620783,0.9,0.27705432466567365,1.0,conditional co-bidding 1.10x expected; persistence=0.90
V0295,cooccurrence,relationship:90,0.4000944844912578,0.31161561827565787,0.9333,0.27247210563852925,1.0,conditional co-bidding 1.04x expected; persistence=0.93
