source,target,edge_type,weight,observations,behavioral_strength,economic_strength,metadata
vendor:V0256,vendor:V0363,CO_BID,0.3459393808901542,3,,0.2531264537511136,shared_tenders=3
vendor:V0047,vendor:V0187,CO_BID,0.27415047311679364,2,,0.2327848209010737,shared_tenders=2
vendor:V0047,vendor:V0455,CO_BID,0.27415047311679364,2,,0.2327848209010737,shared_tenders=2
vendor:V0047,vendor:V0472,CO_BID,0.3459393808901542,3,,0.2327848209010737,shared_tenders=3
vendor:V0187,vendor:V0455,CO_BID,0.27415047311679364,2,,0.2804592016961378,shared_tenders=2
vendor:V0187,vendor:V0472,CO_BID,0.1729696904450771,1,,0.2804592016961378,shared_tenders=1
vendor:V0455,vendor:V0472,CO_BID,0.3151445396003659,6,0.1756913623152194,0.2708093651658989,shared_tenders=6;conditional_enrichment=2.750;market_concentration=1.000;persistence=0.800;behavioral_strength=0.176
vendor:V0086,vendor:V0134,CO_BID,0.3459393808901542,3,,0.225689667410267,shared_tenders=3
vendor:V0086,vendor:V0502,CO_BID,0.27415047311679364,2,,0.225689667410267,shared_tenders=2
vendor:V0086,vendor:V0503,CO_BID,0.1729696904450771,1,,0.225689667410267,shared_tenders=1
vendor:V0134,vendor:V0502,CO_BID,0.30047046629440827,5,0.1804843503483026,0.225689667410267,shared_tenders=5;conditional_enrichment=3.222;market_concentration=1.000;persistence=0.767;behavioral_strength=0.180
vendor:V0134,vendor:V0503,CO_BID,0.1729696904450771,1,,0.225689667410267,shared_tenders=1
vendor:V0502,vendor:V0503,CO_BID,0.27415047311679364,2,,0.2974108743922871,shared_tenders=2
vendor:V0009,vendor:V0071,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0009,vendor:V0072,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0009,vendor:V0073,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0009,vendor:V0074,CO_BID,0.3459393808901542,3,,0.3065223287428631,shared_tenders=3
vendor:V0009,vendor:V0130,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0009,vendor:V0193,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0009,vendor:V0324,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0009,vendor:V0437,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0009,vendor:V0511,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0071,vendor:V0072,CO_BID,0.6004752794582462,22,0.4515957807209221,0.3065223287428631,shared_tenders=22;conditional_enrichment=5.207;market_concentration=0.400;persistence=1.000;behavioral_strength=0.452
vendor:V0071,vendor:V0073,CO_BID,0.6095367186677568,20,0.4866449371603715,0.3065223287428631,shared_tenders=20;conditional_enrichment=6.588;market_concentration=0.364;persistence=1.000;behavioral_strength=0.487
vendor:V0071,vendor:V0074,CO_BID,0.6023965974587799,18,0.4940970532613119,0.3065223287428631,shared_tenders=18;conditional_enrichment=8.015;market_concentration=0.400;persistence=1.000;behavioral_strength=0.494
vendor:V0071,vendor:V0130,CO_BID,0.4016231838083946,4,,0.3065223287428631,shared_tenders=4
vendor:V0071,vendor:V0193,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0071,vendor:V0324,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0071,vendor:V0437,CO_BID,0.3459393808901542,3,,0.3065223287428631,shared_tenders=3
vendor:V0071,vendor:V0511,CO_BID,0.44712016356187073,5,,0.3065223287428631,shared_tenders=5
vendor:V0072,vendor:V0073,CO_BID,0.6080396037176146,19,0.493884453824123,0.3065223287428631,shared_tenders=19;conditional_enrichment=4.339;market_concentration=0.308;persistence=1.000;behavioral_strength=0.494
vendor:V0072,vendor:V0074,CO_BID,0.601075339869475,19,0.4812221559184148,0.3065223287428631,shared_tenders=19;conditional_enrichment=6.243;market_concentration=0.364;persistence=1.000;behavioral_strength=0.481
vendor:V0072,vendor:V0130,CO_BID,0.3459393808901542,3,,0.3065223287428631,shared_tenders=3
vendor:V0072,vendor:V0193,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0072,vendor:V0324,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0072,vendor:V0437,CO_BID,0.3459393808901542,3,,0.3065223287428631,shared_tenders=3
vendor:V0072,vendor:V0511,CO_BID,0.44712016356187073,5,,0.3065223287428631,shared_tenders=5
vendor:V0073,vendor:V0074,CO_BID,0.5924231795023676,18,0.4759635660678349,0.3065223287428631,shared_tenders=18;conditional_enrichment=6.688;market_concentration=0.400;persistence=1.000;behavioral_strength=0.476
vendor:V0073,vendor:V0130,CO_BID,0.3459393808901542,3,,0.3065223287428631,shared_tenders=3
vendor:V0073,vendor:V0193,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0073,vendor:V0324,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0073,vendor:V0437,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0073,vendor:V0511,CO_BID,0.4016231838083946,4,,0.3065223287428631,shared_tenders=4
vendor:V0074,vendor:V0130,CO_BID,0.3459393808901542,3,,0.3065223287428631,shared_tenders=3
vendor:V0074,vendor:V0193,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0074,vendor:V0324,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0074,vendor:V0437,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0074,vendor:V0511,CO_BID,0.4016231838083946,4,,0.3065223287428631,shared_tenders=4
vendor:V0130,vendor:V0193,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0130,vendor:V0324,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0130,vendor:V0437,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0130,vendor:V0511,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0193,vendor:V0324,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0193,vendor:V0437,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0193,vendor:V0511,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0324,vendor:V0437,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0324,vendor:V0511,CO_BID,0.1729696904450771,1,,0.3065223287428631,shared_tenders=1
vendor:V0437,vendor:V0511,CO_BID,0.27415047311679364,2,,0.3065223287428631,shared_tenders=2
vendor:V0120,vendor:V0251,CO_BID,0.4016231838083946,4,,0.220453978889504,shared_tenders=4
vendor:V0120,vendor:V0271,CO_BID,0.4016231838083946,4,,0.220453978889504,shared_tenders=4
vendor:V0120,vendor:V0332,CO_BID,0.22005694696903239,3,0.1170622283062963,0.220453978889504,shared_tenders=3;conditional_enrichment=0.897;market_concentration=1.000;persistence=0.646;behavioral_strength=0.117
vendor:V0120,vendor:V0371,CO_BID,0.44712016356187073,5,,0.220453978889504,shared_tenders=5
vendor:V0120,vendor:V0387,CO_BID,0.44712016356187073,5,,0.220453978889504,shared_tenders=5
vendor:V0120,vendor:V0510,CO_BID,0.27415047311679364,2,,0.220453978889504,shared_tenders=2
vendor:V0120,vendor:V0516,CO_BID,0.4016231838083946,4,,0.220453978889504,shared_tenders=4
vendor:V0251,vendor:V0271,CO_BID,0.1729696904450771,1,,0.2807105554214358,shared_tenders=1
vendor:V0251,vendor:V0332,CO_BID,0.1729696904450771,1,,0.2807105554214358,shared_tenders=1
vendor:V0251,vendor:V0371,CO_BID,0.4016231838083946,4,,0.2807105554214358,shared_tenders=4
vendor:V0251,vendor:V0387,CO_BID,0.3459393808901542,3,,0.2807105554214358,shared_tenders=3
vendor:V0251,vendor:V0510,CO_BID,0.3459393808901542,3,,0.2807105554214358,shared_tenders=3
vendor:V0251,vendor:V0516,CO_BID,0.1729696904450771,1,,0.2807105554214358,shared_tenders=1
vendor:V0271,vendor:V0332,CO_BID,0.27415047311679364,2,,0.1973066513058317,shared_tenders=2
vendor:V0271,vendor:V0371,CO_BID,0.4016231838083946,4,,0.1973066513058317,shared_tenders=4
vendor:V0271,vendor:V0387,CO_BID,0.1729696904450771,1,,0.1973066513058317,shared_tenders=1
vendor:V0271,vendor:V0510,CO_BID,0.27415047311679364,2,,0.1973066513058317,shared_tenders=2
vendor:V0271,vendor:V0516,CO_BID,0.1729696904450771,1,,0.1973066513058317,shared_tenders=1
vendor:V0332,vendor:V0371,CO_BID,0.27415047311679364,2,,0.2295498239155158,shared_tenders=2
vendor:V0332,vendor:V0387,CO_BID,0.3459393808901542,3,,0.2295498239155158,shared_tenders=3
vendor:V0332,vendor:V0510,CO_BID,0.27415047311679364,2,,0.2295498239155158,shared_tenders=2
vendor:V0332,vendor:V0516,CO_BID,0.27415047311679364,2,,0.2295498239155158,shared_tenders=2
vendor:V0371,vendor:V0387,CO_BID,0.27415523825148336,4,0.1698632827958287,0.2807105554214358,shared_tenders=4;conditional_enrichment=2.760;market_concentration=1.000;persistence=0.733;behavioral_strength=0.170
vendor:V0371,vendor:V0510,CO_BID,0.27415047311679364,2,,0.2807105554214358,shared_tenders=2
vendor:V0371,vendor:V0516,CO_BID,0.27415047311679364,2,,0.2807105554214358,shared_tenders=2
vendor:V0387,vendor:V0510,CO_BID,0.44712016356187073,5,,0.197561897956991,shared_tenders=5
vendor:V0387,vendor:V0516,CO_BID,0.1729696904450771,1,,0.197561897956991,shared_tenders=1
vendor:V0510,vendor:V0516,CO_BID,0.27415047311679364,2,,0.2708093651658989,shared_tenders=2
vendor:V0093,vendor:V0150,CO_BID,0.4016231838083946,4,,0.2732378994432634,shared_tenders=4
vendor:V0093,vendor:V0288,CO_BID,0.1729696904450771,1,,0.2732378994432634,shared_tenders=1
vendor:V0093,vendor:V0301,CO_BID,0.4016231838083946,4,,0.2732378994432634,shared_tenders=4
vendor:V0093,vendor:V0436,CO_BID,0.27415047311679364,2,,0.2732378994432634,shared_tenders=2
vendor:V0150,vendor:V0288,CO_BID,0.4016231838083946,4,,0.2820385099795364,shared_tenders=4
vendor:V0150,vendor:V0301,CO_BID,0.27415047311679364,2,,0.2820385099795364,shared_tenders=2
vendor:V0150,vendor:V0436,CO_BID,0.3459393808901542,3,,0.2820385099795364,shared_tenders=3
vendor:V0288,vendor:V0301,CO_BID,0.27415047311679364,2,,0.2820385099795364,shared_tenders=2
vendor:V0288,vendor:V0436,CO_BID,0.4016231838083946,4,,0.2820385099795364,shared_tenders=4
vendor:V0301,vendor:V0436,CO_BID,0.27415047311679364,2,,0.2732378994432634,shared_tenders=2
vendor:V0019,vendor:V0218,CO_BID,0.1729696904450771,1,,0.2282051718444979,shared_tenders=1
vendor:V0019,vendor:V0251,CO_BID,0.1729696904450771,1,,0.2282051718444979,shared_tenders=1
vendor:V0019,vendor:V0371,CO_BID,0.4016231838083946,4,,0.2282051718444979,shared_tenders=4
vendor:V0019,vendor:V0421,CO_BID,0.4016231838083946,4,,0.2282051718444979,shared_tenders=4
vendor:V0019,vendor:V0426,CO_BID,0.3459393808901542,3,,0.2282051718444979,shared_tenders=3
vendor:V0218,vendor:V0251,CO_BID,0.27415047311679364,2,,0.2932632387640775,shared_tenders=2
vendor:V0218,vendor:V0371,CO_BID,0.27415047311679364,2,,0.2932632387640775,shared_tenders=2
vendor:V0218,vendor:V0421,CO_BID,0.1729696904450771,1,,0.2932632387640775,shared_tenders=1
vendor:V0218,vendor:V0426,CO_BID,0.3459393808901542,3,,0.2932632387640775,shared_tenders=3
vendor:V0218,vendor:V0547,CO_BID,0.27415047311679364,2,,0.2932632387640775,shared_tenders=2
vendor:V0251,vendor:V0421,CO_BID,0.2510143732026049,3,0.1733484578218827,0.2807105554214358,shared_tenders=3;conditional_enrichment=3.150;market_concentration=1.000;persistence=0.700;behavioral_strength=0.173
vendor:V0251,vendor:V0426,CO_BID,0.27415047311679364,2,,0.2807105554214358,shared_tenders=2
vendor:V0251,vendor:V0547,CO_BID,0.3459393808901542,3,,0.2807105554214358,shared_tenders=3
vendor:V0371,vendor:V0421,CO_BID,0.27415047311679364,2,,0.2807105554214358,shared_tenders=2
vendor:V0371,vendor:V0426,CO_BID,0.27415047311679364,2,,0.2807105554214358,shared_tenders=2
vendor:V0371,vendor:V0547,CO_BID,0.3459393808901542,3,,0.2807105554214358,shared_tenders=3
vendor:V0421,vendor:V0426,CO_BID,0.28563241871885436,5,0.1535060820291137,0.2708093651658989,shared_tenders=5;conditional_enrichment=1.800;market_concentration=1.000;persistence=0.767;behavioral_strength=0.154
vendor:V0421,vendor:V0547,CO_BID,0.3394871542834338,6,0.2199506617389791,0.2708093651658989,shared_tenders=6;conditional_enrichment=6.700;market_concentration=1.000;persistence=0.767;behavioral_strength=0.220
vendor:V0426,vendor:V0547,CO_BID,0.27415047311679364,2,,0.2642101421487149,shared_tenders=2
vendor:V0016,vendor:V0103,CO_BID,0.1729696904450771,1,,0.2742976873287828,shared_tenders=1
vendor:V0016,vendor:V0123,CO_BID,0.3624785245736364,9,0.1889304202901346,0.2742976873287828,shared_tenders=9;conditional_enrichment=3.000;market_concentration=1.000;persistence=0.900;behavioral_strength=0.189
vendor:V0016,vendor:V0306,CO_BID,0.27251802910285483,4,0.1668865388892313,0.2742976873287828,shared_tenders=4;conditional_enrichment=2.593;market_concentration=1.000;persistence=0.733;behavioral_strength=0.167
vendor:V0016,vendor:V0374,CO_BID,0.27415047311679364,2,,0.2742976873287828,shared_tenders=2
vendor:V0016,vendor:V0412,CO_BID,0.22548863205397557,3,0.1269380193698294,0.2742976873287828,shared_tenders=3;conditional_enrichment=1.047;market_concentration=1.000;persistence=0.700;behavioral_strength=0.127
vendor:V0103,vendor:V0123,CO_BID,0.1729696904450771,1,,0.1274001610923691,shared_tenders=1
vendor:V0103,vendor:V0306,CO_BID,0.27415047311679364,2,,0.1274001610923691,shared_tenders=2
vendor:V0103,vendor:V0374,CO_BID,0.1729696904450771,1,,0.1274001610923691,shared_tenders=1
vendor:V0103,vendor:V0412,CO_BID,0.3459393808901542,3,,0.1274001610923691,shared_tenders=3
vendor:V0123,vendor:V0306,CO_BID,0.1729696904450771,1,,0.2284385463268036,shared_tenders=1
vendor:V0123,vendor:V0374,CO_BID,0.1729696904450771,1,,0.2284385463268036,shared_tenders=1
vendor:V0123,vendor:V0412,CO_BID,0.27415047311679364,2,,0.2284385463268036,shared_tenders=2
vendor:V0306,vendor:V0374,CO_BID,0.1729696904450771,1,,0.1392245132945959,shared_tenders=1
vendor:V0306,vendor:V0412,CO_BID,0.3459393808901542,3,,0.1392245132945959,shared_tenders=3
vendor:V0374,vendor:V0412,CO_BID,0.1729696904450771,1,,0.1603833194163309,shared_tenders=1
vendor:V0016,vendor:V0046,CO_BID,0.3459393808901542,3,,0.2742976873287828,shared_tenders=3
vendor:V0016,vendor:V0059,CO_BID,0.4016231838083946,4,,0.2742976873287828,shared_tenders=4
vendor:V0016,vendor:V0060,CO_BID,0.2775357640047609,5,0.1387848916398528,0.2742976873287828,shared_tenders=5;conditional_enrichment=1.238;market_concentration=1.000;persistence=0.767;behavioral_strength=0.139
vendor:V0016,vendor:V0281,CO_BID,0.44712016356187073,5,,0.2742976873287828,shared_tenders=5
vendor:V0016,vendor:V0284,CO_BID,0.31415505153165807,5,0.2053654144160295,0.2742976873287828,shared_tenders=5;conditional_enrichment=5.167;market_concentration=1.000;persistence=0.767;behavioral_strength=0.205
vendor:V0046,vendor:V0059,CO_BID,0.1729696904450771,1,,0.1972297532182136,shared_tenders=1
vendor:V0046,vendor:V0060,CO_BID,0.1729696904450771,1,,0.1972297532182136,shared_tenders=1
vendor:V0046,vendor:V0281,CO_BID,0.27415047311679364,2,,0.1972297532182136,shared_tenders=2
vendor:V0046,vendor:V0284,CO_BID,0.2898741102511633,5,0.1612182484514935,0.1972297532182136,shared_tenders=5;conditional_enrichment=2.296;market_concentration=1.000;persistence=0.733;behavioral_strength=0.161
vendor:V0059,vendor:V0060,CO_BID,0.27415047311679364,2,,0.2472700816411283,shared_tenders=2
vendor:V0059,vendor:V0281,CO_BID,0.4016231838083946,4,,0.2472700816411283,shared_tenders=4
vendor:V0059,vendor:V0284,CO_BID,0.1729696904450771,1,,0.2472700816411283,shared_tenders=1
vendor:V0060,vendor:V0281,CO_BID,0.3459393808901542,3,,0.2820385099795364,shared_tenders=3
vendor:V0060,vendor:V0284,CO_BID,0.3459393808901542,3,,0.2820385099795364,shared_tenders=3
vendor:V0281,vendor:V0284,CO_BID,0.27415047311679364,2,,0.2437792831267134,shared_tenders=2
vendor:V0011,vendor:V0087,CO_BID,0.4016231838083946,4,,0.1978220562683309,shared_tenders=4
vendor:V0011,vendor:V0134,CO_BID,0.27415047311679364,2,,0.1978220562683309,shared_tenders=2
vendor:V0011,vendor:V0178,CO_BID,0.27415047311679364,2,,0.1978220562683309,shared_tenders=2
vendor:V0011,vendor:V0231,CO_BID,0.4016231838083946,4,,0.1978220562683309,shared_tenders=4
vendor:V0011,vendor:V0259,CO_BID,0.27415047311679364,2,,0.1978220562683309,shared_tenders=2
vendor:V0011,vendor:V0266,CO_BID,0.44712016356187073,5,,0.1978220562683309,shared_tenders=5
vendor:V0011,vendor:V0456,CO_BID,0.1729696904450771,1,,0.1978220562683309,shared_tenders=1
vendor:V0011,vendor:V0459,CO_BID,0.27415047311679364,2,,0.1978220562683309,shared_tenders=2
vendor:V0087,vendor:V0134,CO_BID,0.1729696904450771,1,,0.1978220562683309,shared_tenders=1
vendor:V0087,vendor:V0178,CO_BID,0.1729696904450771,1,,0.1978220562683309,shared_tenders=1
vendor:V0087,vendor:V0231,CO_BID,0.4016231838083946,4,,0.1978220562683309,shared_tenders=4
vendor:V0087,vendor:V0259,CO_BID,0.1729696904450771,1,,0.1978220562683309,shared_tenders=1
vendor:V0087,vendor:V0266,CO_BID,0.3459393808901542,3,,0.1978220562683309,shared_tenders=3
vendor:V0087,vendor:V0456,CO_BID,0.1729696904450771,1,,0.1978220562683309,shared_tenders=1
vendor:V0087,vendor:V0459,CO_BID,0.3459393808901542,3,,0.1978220562683309,shared_tenders=3
vendor:V0134,vendor:V0178,CO_BID,0.26867540151956726,4,0.1598999432832539,0.225689667410267,shared_tenders=4;conditional_enrichment=2.231;market_concentration=1.000;persistence=0.733;behavioral_strength=0.160
vendor:V0134,vendor:V0231,CO_BID,0.1729696904450771,1,,0.225689667410267,shared_tenders=1
vendor:V0134,vendor:V0259,CO_BID,0.27415047311679364,2,,0.225689667410267,shared_tenders=2
vendor:V0134,vendor:V0266,CO_BID,0.3459393808901542,3,,0.225689667410267,shared_tenders=3
vendor:V0134,vendor:V0456,CO_BID,0.27415047311679364,2,,0.225689667410267,shared_tenders=2
vendor:V0134,vendor:V0459,CO_BID,0.27415047311679364,2,,0.225689667410267,shared_tenders=2
vendor:V0178,vendor:V0231,CO_BID,0.27415047311679364,2,,0.1937325672390504,shared_tenders=2
vendor:V0178,vendor:V0259,CO_BID,0.44712016356187073,5,,0.1937325672390504,shared_tenders=5
vendor:V0178,vendor:V0266,CO_BID,0.27415047311679364,2,,0.1937325672390504,shared_tenders=2
vendor:V0178,vendor:V0456,CO_BID,0.32241378137651877,7,0.1616449077739359,0.1937325672390504,shared_tenders=7;conditional_enrichment=2.028;market_concentration=1.000;persistence=0.800;behavioral_strength=0.162
vendor:V0178,vendor:V0459,CO_BID,0.3459393808901542,3,,0.1937325672390504,shared_tenders=3
vendor:V0231,vendor:V0259,CO_BID,0.27415047311679364,2,,0.1978220562683309,shared_tenders=2
vendor:V0231,vendor:V0266,CO_BID,0.4016231838083946,4,,0.1978220562683309,shared_tenders=4
vendor:V0231,vendor:V0456,CO_BID,0.2841214244872563,4,0.1879836214063249,0.1978220562683309,shared_tenders=4;conditional_enrichment=3.954;market_concentration=1.000;persistence=0.733;behavioral_strength=0.188
vendor:V0231,vendor:V0459,CO_BID,0.3459393808901542,3,,0.1978220562683309,shared_tenders=3
vendor:V0259,vendor:V0266,CO_BID,0.1729696904450771,1,,0.2016448121880848,shared_tenders=1
vendor:V0259,vendor:V0456,CO_BID,0.26498927179614074,4,0.1531978892406603,0.2016448121880848,shared_tenders=4;conditional_enrichment=1.917;market_concentration=1.000;persistence=0.733;behavioral_strength=0.153
vendor:V0259,vendor:V0459,CO_BID,0.1729696904450771,1,,0.2016448121880848,shared_tenders=1
vendor:V0266,vendor:V0456,CO_BID,0.27415047311679364,2,,0.2417840505271662,shared_tenders=2
vendor:V0266,vendor:V0459,CO_BID,0.27415047311679364,2,,0.2417840505271662,shared_tenders=2
vendor:V0456,vendor:V0459,CO_BID,0.27415047311679364,2,,0.2211532324914753,shared_tenders=2
vendor:V0259,vendor:V0308,CO_BID,0.27415047311679364,2,,0.2016448121880848,shared_tenders=2
vendor:V0259,vendor:V0369,CO_BID,0.27415047311679364,2,,0.2016448121880848,shared_tenders=2
vendor:V0259,vendor:V0407,CO_BID,0.27415047311679364,2,,0.2016448121880848,shared_tenders=2
vendor:V0308,vendor:V0369,CO_BID,0.1729696904450771,1,,0.256799629859173,shared_tenders=1
vendor:V0308,vendor:V0407,CO_BID,0.24281912952720902,3,0.1584480147757084,0.256799629859173,shared_tenders=3;conditional_enrichment=2.308;market_concentration=1.000;persistence=0.700;behavioral_strength=0.158
