tender_id,vendor_id,economic_strength,economic_tail_strength,bid_count,peer_count,spread_z,cv_z,compression_signal,sample_confidence,peer_confidence,category,region,procurement_method,economic_persistence,economic_evidence,evidence_family,explanation,evidence
T00001,V0022,0.022494588126199012,0.0,2,51,-0.13304138645960173,-2.690305583277523,0.0,0.24421625854427453,0.9998231130977574,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,0.0,0.01687094109464926,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-0.13; bids=2; peer_count=51; persistence=0.00
T00004,V0032,0.0392767790839458,0.06969223289370718,7,26,0.10238887626115509,0.11988747822659035,0.11113817724387272,0.81362602396059,0.9840771484954883,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,0.0,0.029457584312959348,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.11; spread_z=0.10; bids=7; peer_count=26; persistence=0.00
T00004,V0425,0.0392767790839458,0.06969223289370718,7,26,0.10238887626115509,0.11988747822659035,0.11113817724387272,0.81362602396059,0.9840771484954883,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,0.0,0.029457584312959348,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.11; spread_z=0.10; bids=7; peer_count=26; persistence=0.00
T00004,V0222,0.0392767790839458,0.06969223289370718,7,26,0.10238887626115509,0.11988747822659035,0.11113817724387272,0.81362602396059,0.9840771484954883,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,0.0,0.029457584312959348,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.11; spread_z=0.10; bids=7; peer_count=26; persistence=0.00
T00004,V0441,0.0392767790839458,0.06969223289370718,7,26,0.10238887626115509,0.11988747822659035,0.11113817724387272,0.81362602396059,0.9840771484954883,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,0.0,0.029457584312959348,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.11; spread_z=0.10; bids=7; peer_count=26; persistence=0.00
T00004,V0161,0.0392767790839458,0.06969223289370718,7,26,0.10238887626115509,0.11988747822659035,0.11113817724387272,0.81362602396059,0.9840771484954883,VEHICLE_SUPPLIES,KA-SOUTH,OPEN,0.0,0.029457584312959348,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.11; spread_z=0.10; bids=7; peer_count=26; persistence=0.00
T00005,V0223,0.07943596921024221,0.3549445479168246,4,3,0.6744907594765952,0.6744907594765952,0.6744907594765952,0.5682894765709203,0.0,LAB_EQUIPMENT,KA-CENTRAL,LIMITED,0.0,0.059576976907681656,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.67; spread_z=0.67; bids=4; peer_count=3; persistence=0.00
T00005,V0481,0.07943596921024221,0.3549445479168246,4,3,0.6744907594765952,0.6744907594765952,0.6744907594765952,0.5682894765709203,0.0,LAB_EQUIPMENT,KA-CENTRAL,LIMITED,0.0,0.059576976907681656,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.67; spread_z=0.67; bids=4; peer_count=3; persistence=0.00
T00005,V0026,0.07943596921024221,0.3549445479168246,4,3,0.6744907594765952,0.6744907594765952,0.6744907594765952,0.5682894765709203,0.0,LAB_EQUIPMENT,KA-CENTRAL,LIMITED,0.0,0.059576976907681656,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.67; spread_z=0.67; bids=4; peer_count=3; persistence=0.00
T00005,V0025,0.07943596921024221,0.3549445479168246,4,3,0.6744907594765952,0.6744907594765952,0.6744907594765952,0.5682894765709203,0.0,LAB_EQUIPMENT,KA-CENTRAL,LIMITED,0.0,0.059576976907681656,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.67; spread_z=0.67; bids=4; peer_count=3; persistence=0.00
T00006,V0230,0.10247663944887392,0.33642235753992444,3,27,0.6963225193711549,0.565552596084943,0.6309375577280489,0.42879093615118513,0.9867001164575563,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,0.0,0.07685747958665544,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.63; spread_z=0.70; bids=3; peer_count=27; persistence=0.00
T00006,V0256,0.10247663944887392,0.33642235753992444,3,27,0.6963225193711549,0.565552596084943,0.6309375577280489,0.42879093615118513,0.9867001164575563,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,0.0,0.07685747958665544,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.63; spread_z=0.70; bids=3; peer_count=27; persistence=0.00
T00006,V0363,0.10247663944887392,0.33642235753992444,3,27,0.6963225193711549,0.565552596084943,0.6309375577280489,0.42879093615118513,0.9867001164575563,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,0.0,0.07685747958665544,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.63; spread_z=0.70; bids=3; peer_count=27; persistence=0.00
T00007,V0455,0.03147489686927013,0.05347199138157621,4,13,-0.41357369664573046,0.1690914368984917,0.08454571844924585,0.5682894765709203,0.8347011117784134,CIVIL_MAINTENANCE,KA-SOUTH,LIMITED,0.0,0.023606172651952598,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.08; spread_z=-0.41; bids=4; peer_count=13; persistence=0.00
T00007,V0472,0.03147489686927013,0.05347199138157621,4,13,-0.41357369664573046,0.1690914368984917,0.08454571844924585,0.5682894765709203,0.8347011117784134,CIVIL_MAINTENANCE,KA-SOUTH,LIMITED,0.0,0.023606172651952598,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.08; spread_z=-0.41; bids=4; peer_count=13; persistence=0.00
T00007,V0187,0.03147489686927013,0.05347199138157621,4,13,-0.41357369664573046,0.1690914368984917,0.08454571844924585,0.5682894765709203,0.8347011117784134,CIVIL_MAINTENANCE,KA-SOUTH,LIMITED,0.0,0.023606172651952598,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.08; spread_z=-0.41; bids=4; peer_count=13; persistence=0.00
T00007,V0047,0.03147489686927013,0.05347199138157621,4,13,-0.41357369664573046,0.1690914368984917,0.08454571844924585,0.5682894765709203,0.8347011117784134,CIVIL_MAINTENANCE,KA-SOUTH,LIMITED,0.0,0.023606172651952598,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.08; spread_z=-0.41; bids=4; peer_count=13; persistence=0.00
T00008,V0134,0.3009195565470227,0.5786372343482982,4,58,1.3179383972565808,1.341326649504043,1.329632523380312,0.5682894765709203,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.22568966741026703,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.33; spread_z=1.32; bids=4; peer_count=58; persistence=0.00
T00008,V0503,0.3009195565470227,0.5786372343482982,4,58,1.3179383972565808,1.341326649504043,1.329632523380312,0.5682894765709203,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.22568966741026703,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.33; spread_z=1.32; bids=4; peer_count=58; persistence=0.00
T00008,V0502,0.3009195565470227,0.5786372343482982,4,58,1.3179383972565808,1.341326649504043,1.329632523380312,0.5682894765709203,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.22568966741026703,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.33; spread_z=1.32; bids=4; peer_count=58; persistence=0.00
T00008,V0086,0.3009195565470227,0.5786372343482982,4,58,1.3179383972565808,1.341326649504043,1.329632523380312,0.5682894765709203,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.22568966741026703,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.33; spread_z=1.32; bids=4; peer_count=58; persistence=0.00
T00009,V0009,0.4086964383238175,0.6277014914410143,10,16,1.581970744381252,1.4582117298675707,1.5200912371244115,0.9195403932504675,0.9036723617695069,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,0.0,0.3065223287428631,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.52; spread_z=1.58; bids=10; peer_count=16; persistence=0.00
T00009,V0511,0.4086964383238175,0.6277014914410143,10,16,1.581970744381252,1.4582117298675707,1.5200912371244115,0.9195403932504675,0.9036723617695069,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,0.0,0.3065223287428631,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.52; spread_z=1.58; bids=10; peer_count=16; persistence=0.00
T00009,V0193,0.4086964383238175,0.6277014914410143,10,16,1.581970744381252,1.4582117298675707,1.5200912371244115,0.9195403932504675,0.9036723617695069,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,0.0,0.3065223287428631,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.52; spread_z=1.58; bids=10; peer_count=16; persistence=0.00
T00009,V0130,0.4086964383238175,0.6277014914410143,10,16,1.581970744381252,1.4582117298675707,1.5200912371244115,0.9195403932504675,0.9036723617695069,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,0.0,0.3065223287428631,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.52; spread_z=1.58; bids=10; peer_count=16; persistence=0.00
T00009,V0324,0.4086964383238175,0.6277014914410143,10,16,1.581970744381252,1.4582117298675707,1.5200912371244115,0.9195403932504675,0.9036723617695069,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,0.0,0.3065223287428631,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.52; spread_z=1.58; bids=10; peer_count=16; persistence=0.00
T00009,V0437,0.4086964383238175,0.6277014914410143,10,16,1.581970744381252,1.4582117298675707,1.5200912371244115,0.9195403932504675,0.9036723617695069,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,0.0,0.3065223287428631,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=1.52; spread_z=1.58; bids=10; peer_count=16; persistence=0.00
T00010,V0510,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00010,V0251,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00010,V0371,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00010,V0271,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00010,V0516,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00010,V0332,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00010,V0387,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00010,V0120,0.0785454312214503,0.07832153568384503,8,67,-0.4571541139253199,0.25095031825449227,0.12547515912724613,0.859141579078955,0.9999900704956941,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,0.0,0.058909073416087726,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.13; spread_z=-0.46; bids=8; peer_count=67; persistence=0.00
T00011,V0093,0.004725492678577064,0.0,5,81,-0.920973172396634,-1.0309956647828695,0.0,0.6737202053769605,0.9999992010759884,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,0.0,0.003544119508932798,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-0.92; bids=5; peer_count=81; persistence=0.00
T00011,V0150,0.004725492678577064,0.0,5,81,-0.920973172396634,-1.0309956647828695,0.0,0.6737202053769605,0.9999992010759884,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,0.0,0.003544119508932798,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-0.92; bids=5; peer_count=81; persistence=0.00
T00011,V0301,0.004725492678577064,0.0,5,81,-0.920973172396634,-1.0309956647828695,0.0,0.6737202053769605,0.9999992010759884,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,0.0,0.003544119508932798,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-0.92; bids=5; peer_count=81; persistence=0.00
T00011,V0288,0.004725492678577064,0.0,5,81,-0.920973172396634,-1.0309956647828695,0.0,0.6737202053769605,0.9999992010759884,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,0.0,0.003544119508932798,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-0.92; bids=5; peer_count=81; persistence=0.00
T00011,V0436,0.004725492678577064,0.0,5,81,-0.920973172396634,-1.0309956647828695,0.0,0.6737202053769605,0.9999992010759884,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,0.0,0.003544119508932798,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-0.92; bids=5; peer_count=81; persistence=0.00
T00012,V0019,0.2644988942972478,0.4495602612569547,7,42,0.6040043394100123,1.2330350304918563,0.9185196849509343,0.81362602396059,0.9991061745071511,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,0.0,0.19837417072293587,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.92; spread_z=0.60; bids=7; peer_count=42; persistence=0.00
T00012,V0218,0.2644988942972478,0.4495602612569547,7,42,0.6040043394100123,1.2330350304918563,0.9185196849509343,0.81362602396059,0.9991061745071511,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,0.0,0.19837417072293587,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.92; spread_z=0.60; bids=7; peer_count=42; persistence=0.00
T00012,V0426,0.2644988942972478,0.4495602612569547,7,42,0.6040043394100123,1.2330350304918563,0.9185196849509343,0.81362602396059,0.9991061745071511,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,0.0,0.19837417072293587,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.92; spread_z=0.60; bids=7; peer_count=42; persistence=0.00
T00012,V0421,0.2644988942972478,0.4495602612569547,7,42,0.6040043394100123,1.2330350304918563,0.9185196849509343,0.81362602396059,0.9991061745071511,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,0.0,0.19837417072293587,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.92; spread_z=0.60; bids=7; peer_count=42; persistence=0.00
T00012,V0547,0.2644988942972478,0.4495602612569547,7,42,0.6040043394100123,1.2330350304918563,0.9185196849509343,0.81362602396059,0.9991061745071511,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,0.0,0.19837417072293587,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.92; spread_z=0.60; bids=7; peer_count=42; persistence=0.00
T00012,V0251,0.2644988942972478,0.4495602612569547,7,42,0.6040043394100123,1.2330350304918563,0.9185196849509343,0.81362602396059,0.9991061745071511,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,0.0,0.19837417072293587,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.92; spread_z=0.60; bids=7; peer_count=42; persistence=0.00
T00012,V0371,0.2644988942972478,0.4495602612569547,7,42,0.6040043394100123,1.2330350304918563,0.9185196849509343,0.81362602396059,0.9991061745071511,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,0.0,0.19837417072293587,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.92; spread_z=0.60; bids=7; peer_count=42; persistence=0.00
T00013,V0412,0.0009184960877224682,0.0,6,59,-1.099798353246699,-0.9355067810115543,0.0,0.7534030360583935,0.9999580905827115,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,0.0,0.0006888720657918511,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.10; bids=6; peer_count=59; persistence=0.00
T00013,V0374,0.0009184960877224682,0.0,6,59,-1.099798353246699,-0.9355067810115543,0.0,0.7534030360583935,0.9999580905827115,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,0.0,0.0006888720657918511,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.10; bids=6; peer_count=59; persistence=0.00
T00013,V0123,0.0009184960877224682,0.0,6,59,-1.099798353246699,-0.9355067810115543,0.0,0.7534030360583935,0.9999580905827115,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,0.0,0.0006888720657918511,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.10; bids=6; peer_count=59; persistence=0.00
T00013,V0016,0.0009184960877224682,0.0,6,59,-1.099798353246699,-0.9355067810115543,0.0,0.7534030360583935,0.9999580905827115,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,0.0,0.0006888720657918511,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.10; bids=6; peer_count=59; persistence=0.00
T00013,V0306,0.0009184960877224682,0.0,6,59,-1.099798353246699,-0.9355067810115543,0.0,0.7534030360583935,0.9999580905827115,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,0.0,0.0006888720657918511,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.10; bids=6; peer_count=59; persistence=0.00
T00013,V0103,0.0009184960877224682,0.0,6,59,-1.099798353246699,-0.9355067810115543,0.0,0.7534030360583935,0.9999580905827115,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,0.0,0.0006888720657918511,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.10; bids=6; peer_count=59; persistence=0.00
T00014,V0060,0.1431539201503128,0.2676752244107151,6,62,0.47180744110248857,0.4867500386506761,0.4792787398765823,0.7534030360583935,0.9999755773603171,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,0.0,0.1073654401127346,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.48; spread_z=0.47; bids=6; peer_count=62; persistence=0.00
T00014,V0059,0.1431539201503128,0.2676752244107151,6,62,0.47180744110248857,0.4867500386506761,0.4792787398765823,0.7534030360583935,0.9999755773603171,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,0.0,0.1073654401127346,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.48; spread_z=0.47; bids=6; peer_count=62; persistence=0.00
T00014,V0281,0.1431539201503128,0.2676752244107151,6,62,0.47180744110248857,0.4867500386506761,0.4792787398765823,0.7534030360583935,0.9999755773603171,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,0.0,0.1073654401127346,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.48; spread_z=0.47; bids=6; peer_count=62; persistence=0.00
T00014,V0016,0.1431539201503128,0.2676752244107151,6,62,0.47180744110248857,0.4867500386506761,0.4792787398765823,0.7534030360583935,0.9999755773603171,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,0.0,0.1073654401127346,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.48; spread_z=0.47; bids=6; peer_count=62; persistence=0.00
T00014,V0284,0.1431539201503128,0.2676752244107151,6,62,0.47180744110248857,0.4867500386506761,0.4792787398765823,0.7534030360583935,0.9999755773603171,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,0.0,0.1073654401127346,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.48; spread_z=0.47; bids=6; peer_count=62; persistence=0.00
T00014,V0046,0.1431539201503128,0.2676752244107151,6,62,0.47180744110248857,0.4867500386506761,0.4792787398765823,0.7534030360583935,0.9999755773603171,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,0.0,0.1073654401127346,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.48; spread_z=0.47; bids=6; peer_count=62; persistence=0.00
T00015,V0266,0.0034378460254744507,0.0,9,58,-1.515359195160746,-1.4824843223904998,0.0,0.8935414956207473,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.002578384519105838,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.52; bids=9; peer_count=58; persistence=0.00
T00015,V0011,0.0034378460254744507,0.0,9,58,-1.515359195160746,-1.4824843223904998,0.0,0.8935414956207473,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.002578384519105838,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.52; bids=9; peer_count=58; persistence=0.00
T00015,V0259,0.0034378460254744507,0.0,9,58,-1.515359195160746,-1.4824843223904998,0.0,0.8935414956207473,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.002578384519105838,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.52; bids=9; peer_count=58; persistence=0.00
T00015,V0134,0.0034378460254744507,0.0,9,58,-1.515359195160746,-1.4824843223904998,0.0,0.8935414956207473,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.002578384519105838,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.52; bids=9; peer_count=58; persistence=0.00
T00015,V0087,0.0034378460254744507,0.0,9,58,-1.515359195160746,-1.4824843223904998,0.0,0.8935414956207473,0.9999498253179439,IT_SERVICES,KA-NORTH,OPEN,0.0,0.002578384519105838,economic,bid dispersion is unusually compressed relative to comparable procurements,compression=0.00; spread_z=-1.52; bids=9; peer_count=58; persistence=0.00
